link,Year,Event,Speaker,Organization,About ,Summary,Source of Summary,Topic 1,Sub-topic 1-1,Sub-topic 1-2,Sub-topic 1-3,Topic 2,Sub-topic 2-1,Sub-topic 2-2,Sub-topic 2-3
https://www.youtube.com/watch?v=u7mNlxCNgDI&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=6,2019,NICE,Humza Syed,Rochester Institute of Technology,Analysis of wide and deep echo state networks for multiscale spatiotemporal time series forecasting,"Echo state networks are computationally lightweight reservoir models inspired by the random projections observed in cortical circuitry. As interest in reservoir computing has grown, networks have become deeper and more intricate. While these networks are increasingly applied to nontrivial forecasting tasks, there is a need for comprehensive performance analysis of deep reservoirs. In this work, we study the influence of partitioning neurons given a budget and the effect of parallel reservoir pathways across different datasets exhibiting multi-scale and nonlinear dynamics.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=o5WeiRte6VI&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=8,2019,NICE,Giacomo Indiveri,INI Zurich,DYNAP=SEL: An ultra-low power mixed signal synamic neuromorphic asynchronous processor with self learning abilities,"The speaker is discussing the field of neuromorphic computing, which involves building dedicated hardware, such as spiking processors, to emulate neural functions and understand how the brain works. He gives credit to the people who have contributed to this field of research at the University of Zurich and explains that their work is driven by basic research, rather than commercial or practical applications. The speaker also mentions that the term ""neuromorphic"" was coined by Carver Mead in the late 1980s, who pioneered this field with his group of students at Caltech. He emphasizes that their research is highly interdisciplinary and requires expertise in neuroscience, computer science, nonlinear dynamical systems, device physics, microelectronics, and material science.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=N-im2G8yk0s&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=9,2019,NICE,Kwabena Boahen,Stanford,Braindrop: A mixed-signal neuromorphic system that presents clean abstractions,"Braindrop is the first mixed-signal neuromorphic system designed to be programmed at a high level of abstraction. Previous neuromorphic systems were programmed at the neurosynaptic level and required expert knowledge of the hardware to use. In stark contrast, Braindrop’s computations are specified as coupled nonlinear dynamical systems and synthesized to the hardware by an automated procedure. This procedure not only leverages Braindrop’s fabric of subthreshold analog circuits as dynamic computational primitives, it compensates for their mismatched and temperature-sensitive responses at the network level. Thus, a clean abstraction is presented to the user. Fabricated in a 28-nm FDSOI process, Braindrop integrates 4096 neurons in 0.65 sq-mm. Two innovations—sparse-encoding through analog spatial convolution and weighted spike-rate summation though digital accumulative thinning—cut digital traffic drastically, reducing the energy Braindrop consumes per equivalent synaptic operation to 380 fJ for typical network configurations.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=U5XrQZIPF3k&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=10,2019,NICE,Cory Merkel,Rochester Institute of Technology,Current mode memristor crossbars for neuromorphic computing,"Motivated by advantages of current-mode design, this paper explores the implementation of weight matrices in neuromemristive systems via current-mode memristor crossbar circuits. After deriving theoretical results for the range and distribution of weights in the current-mode design, it is shown that any weight matrix based on voltage-mode crossbars can be mapped to a current-mode crossbar if the voltage-mode weights are carefully bounded. Then, a modified gradient descent rule is derived for the current-mode design that can be used to perform backpropagation training. Behavioral simulations on the MNIST dataset indicate that both voltage and current-mode designs are able to achieve similar accuracy and have similar defect tolerance. However, analysis of trained weight distributions reveals that current-mode and voltage-mode designs may use different feature representations.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=RPHs-91LqhA&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=11,2019,NICE,Jeff Shainline,NIST Boulder,Fluxonic processing of photonic synapse events,"Much of the information processing performed by a biological neuron occurs in the dendritic tree. For artificial neural systems using light for communication, it is advantageous to convert signals to the electronic domain at synaptic terminals, so dendritic computation can be performed with electrical circuits. Here, we present circuits based on Josephson junctions and mutual inductors that act as dendrites, processing signals from synapses receiving single-photon communication events with superconducting detectors. We show simulations of circuits performing basic temporal filtering, logical operations, and nonlinear transfer functions. We further show how the synaptic signal from a single photon can fan out locally in the electronic domain to enable the dendrites of the receiving neuron to process a photonic synapse event or pulse train in multiple different ways simultaneously. Such a technique makes efficient use of photons, energy, space, and information.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=0UFGNLm9wkk&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=12,2019,NICE,Johannes Schemmel,Heidelberg University,Turing or non-turing? This is the Question: BrainScales 2,"The speaker is discussing the field of ""neuromorphic computing,"" which involves creating artificial intelligence systems that are inspired by biology and neuroscience. They explain that the goal is to create systems that are more energy-efficient and scalable than current AI systems, but that this is a difficult task due to the need for local learning rules and the lack of availability of novel devices for this type of research. They mention that at the moment, the best option is to use CMOS-based bio-inspired neuromorphic systems, but that this is expensive for research groups, and they are not able to show large brain-size systems due to funding limitations.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=7a0pV5y0XCk&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=14,2019,NICE,Mike Davies,Intel,Advancing neuromorphic computing from promise to competitive technology,"The speaker, Mike Davies, is discussing the field of competitive computer architectures and the relationship between deep learning and brain-inspired computation. He presents a three-circle Venn diagram to illustrate the intersection of these three areas. He explains that at Intel, they are in the business of building programmable chips that can be used for a wide range of problems, and that deep learning is a major driver of the rise of intelligent computing. He also notes that machine learning is a source of inspiration for new chip architectures, but that it relies on a traditional von Neumann programming model and on human inspiration. In contrast, brain-inspired computation offers a model of something that works in nature and is incredibly energy efficient and fast. He also mentions that the artificial neural network model used in deep learning began as being neuroscience-inspired but has only become useful and powerful due to the backpropagation algorithm, which allows for offline training of the network.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=7X_OVMogIVU&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=15,2019,NICE,Dimitri Nikonov,Intel,Methodology for benchmarking of neural computing integrated circuits,"The speaker is discussing a methodology for benchmarking beyond CMOS devices, which are being considered as components for neural networks and neuromorphic chips. They are focusing on developing a consistent methodology for benchmarking the boolean digital logic and extending it to neural computing. They are using the perceptron, a basic element of neural networks, as the building block for circuits and are looking at various types of hardware, such as nano magnetic devices, to implement neurons and synapses. They are also looking at different types of resistive elements and other devices to implement synapses, and are using theoretical estimates to determine how these devices will perform in terms of energy, delay, and area. They also mention that their benchmarking is a theoretical framework and not actual experimental benchmarking of running algorithms on hardware.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=ePu1u5EOrj8&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=16,2019,NICE,Peter Blouw,ABR Inc.,Benchmarking keyword spotting on neuromorphic hardware,"Using Intel's Loihi neuromorphic research chip and ABR's Nengo Deep Learning toolkit, we analyze the inference speed, dynamic power consumption, and energy cost per inference of a two-layer neural network keyword spotter trained to recognize a single phrase. We perform comparative analyses of this keyword spotter running on more conventional hardware devices including a CPU, a GPU, Nvidia's Jetson TX1, and the Movidius Neural Compute Stick. Our results indicate that for this inference application, Loihi outperforms all of these alternatives on an energy cost per inference basis while maintaining equivalent inference accuracy. Furthermore, an analysis of tradeoffs between network size, inference speed, and energy cost indicates that Loihi's comparative advantage over other low-power computing devices improves for larger networks.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=CE6_MNCDBLs&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=17,2019,NICE,Campbell Scott,IBM,"Synaptic plasticity in an artificial hebbian network exhibiting continuous, unsupervised, rapid learning","CAL (Context Aware Learning) is an artificial Hebbian network that simulates neurological structure and processes. Hebb's rules for synapse creation and weight update permit CAL to learn rapidly, from few examples, continuously and without supervision. This paper describes recent, neurologically inspired, modifications to the algorithms that lead to faster learning and to greater accuracy of prediction. The importance of plasticity, both structural and in synaptic weights, is illustrated. A mechanism to limit the plasticity of the most relevant synapses leads to minimal forgetting of previously learned sequences.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=mccjWgGZaH4&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=18,2019,NICE,Mihai Petrovici,University of Bern,Computing with physics: From biological to artificial intellegence and back again,"The speaker, Mihai Petrovici, is discussing neuromorphic systems, which are systems that emulate the structure and function of biological neurons. He addresses questions about why these systems are being built, what benefits they hope to gain, and what the potential ""killer application"" of these systems could be. He argues that there is a computational advantage to using spikes in these systems and that the use of spikes is a natural way to make inferences about incomplete and noisy information. The talk seems to focus on the theory and modeling of neuromorphic systems.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=YpkTCfphnMw&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=19,2019,NICE,Felix Wang,Sandia National Laboratories,Spatio-temporal signals processing in polychronizing spiking neural networks,"The ability of an intelligent agent to process complex signals such as those found in audio or video depends heavily on the nature of the internal representation of the relevant information. This work explores the mechanisms underlying this process by investigating theories inspired by the function of the neocortex. In particular, we focus on the phenomenon of polychronization, which describes the self-organization in a spiking neural network resulting from the interplay between network structure, driven spiking activity, and synaptic plasticity. What emerges are groups of neurons that exhibit reproducible, time-locked patterns of spiking activity. We propose that this representation is well suited to spatio-temporal signal processing, as it naturally resembles patterns found in real-world signals. We explore the computational properties of this approach and demonstrate the ability of a simple polychronizing network to learn different spatio-temporal signals.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=rKcm-X8ZoL8&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=20,2019,NICE,Pau Aceituno,Max Planck Institute for Mathematics in the Science,The structure of complex neural networks and its effect on learning,-,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=uaIfPk-Vw7Q&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=21,2019,NICE,Edward Kim,Villanova University,Spatiotemporal sequence memory for prediction using deep sparse coding,"Our brains are, ""prediction machines"", where we are continuously comparing our surroundings with predictions from internal models generated by our brains. This is demonstrated by observing our basic low level sensory systems and how they predict environmental changes as we move through space and time. Indeed, even at higher cognitive levels, we are able to do prediction. We can predict how the laws of physics affect people, places, and things and even predict the end of someone's sentence. In our work, we sought to create an artificial model that is able to mimic early, low level biological predictive behavior in a computer vision system. Our predictive vision model uses spatiotemporal sequence memories learned from deep sparse coding. This model is implemented using a biologically inspired architecture: one that utilizes sequence memories, lateral inhibition, and top-down feedback in a generative framework. Our model learns the causes of the data in a completely unsupervised manner, by simply observing and learning about the world. Spatiotemporal features are learned by minimizing a reconstruction error convolved over space and time, and can subsequently be used for recognition, classification, and future video prediction. Our experiments show that we are able to accurately predict what will happen in the future; furthermore, we can use our predictions to detect anomalous, unexpected events in both synthetic and real video sequences.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=YFL5L73bMDY&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=22,2019,NICE,Yulia Sandamirskaya,Intel,Attractor dynamics and embodiment of neural computing,"In this talk, the speaker discusses the concept of brain inspired computing, specifically focusing on the question of what brains actually compute. They argue that biological neural systems have evolved primarily to generate movement and navigate the environment, and that in order to do so, they require perception, calibration of internal and external parameters, and control. The speaker suggests that in order to achieve intelligent control, two main components are necessary: a working memory to keep track of sensory input, and decision-making to select among alternatives. They also mention that working memory and decision-making are important not only for spatial attention but also for feature-based attention.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=NAj1KPmII7Q&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=23,2019,NICE,Ayon Borthakur,Cornell University,Signal conditioning for learning in the wild,"The mammalian olfactory system learns rapidly from very few examples, presented in unpredictable online sequences, and then recognizes these learned odors under conditions of substantial interference without exhibiting catastrophic forgetting. We have developed a brain-mimetic algorithm that replicates these properties, provided that sensory inputs adhere to a common statistical structure. However, in natural, unregulated environments, this constraint cannot be assured. We here present a series of signal conditioning steps, inspired by the mammalian olfactory system, that transform diverse sensory inputs into a regularized statistical structure to which the learning network can be tuned. This preprocessing enables a single instantiated network to be applied to widely diverse classification tasks and datasets - here including gas sensor data, remote sensing from spectral characteristics, and multi-label hierarchical identification of wild species - without adjusting network hyperparameters.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=Erer1T4KWjg&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=24,2019,NICE,Tadashi Yamazaki,The University of Electro-Communications,Online reinforcement learning by a spiking neural network model of the basal ganglia,"The speaker is discussing the potential use of neuromorphic chips in reinforcement learning, specifically in the context of the basal ganglia in the brain. They propose that online, on-chip, low-power reinforcement learning is a ""killer application"" for neuromorphic chips as it can only be done by these types of processors. They have implemented a circuit based on the anatomical structure of the basal ganglia using C++ and CUDA, and have used a spike-time-based temporal difference long-term potentiation learning rule. They have also been able to simulate the network dynamics in real-time, which allows for reinforcement learning to occur simultaneously during the behavior. They provide an example of a simple maze task to demonstrate how the reinforcement learning can work in practice.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=0BEUkoGz2Qc&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=25,2019,NICE,Hughes Metras,CEA Leti,3D advanced technologies for neuromorphic architectures,"The speaker is discussing the potential benefits of using 3D technologies in neuromorphic systems, specifically in the context of smart retinas and vision processing. He mentions that they have developed a chip that uses a small number of neurons and synapses to classify handwritten numbers, and the majority of the chip's surface area is taken up by interconnects and interfacing. By stacking layers, they believe they can gain a lot of surface area and improve processing capabilities. He also mentions that they have implemented a 3D neural network processor and have seen an average gain of 20% in terms of critical path, power, and wires.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=y5vAwXTrwgg&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=26,2019,NICE,Andrew Sornborger,Los Alamos National Lab.,"A pulse-gated, neural implementation of the backpropagation algorithm","For some time, it has been thought that backpropagation of errors could not be implemented in biophysiologically realistic neural circuits. This belief was largely due to either 1) the need for symmetric replication of feedback and feedforward weights, 2) the need for differing forms of activation between forward and backward propagating sweeps, and 3) the need for a separate network for error gradient computation and storage, on the one hand, or 4) nonphysiological backpropagation through the forward propagating neurons themselves, on the other. In this paper, we present spiking neuron mechanisms for gating pulses to maintain short-term memories, controlling forward inference and backward error propagation, and coordinating learning of feedback and feedforward weights. These neural mechanisms are synthesized into a new backpropagation algorithm for neuromorphic circuits.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=twwjp28tUAI&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=27,2019,NICE,Konstantinos Michmizos,Rutgers University,Towards critical SNNs: Astrocytes detect chaos in neuronal dynamics,"The speaker, Konstantinos Michmizos, is discussing a novel approach to exploring and exploiting the computational role of non-neuronal cells in the brain. He argues that the brain has been computing long before scientists began recording the electrical activity of neurons, and that recent advances in imaging technology have revealed the presence of non-neuronal cells that are involved in processing and learning information in the brain. Michmizos' research focuses on understanding these non-neuronal mechanisms and translating this understanding into ""brain-morphic"" computing. He also discusses a specific project in which they are building robotic controllers based on spiking neural networks, and the potential benefits of this approach in terms of accuracy and energy efficiency.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=cFSM7a7RH7s&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=28,2019,NICE,Brad Aimone,Sandia National Laboratories,Mosaics,"The speaker is discussing the use of neuromorphic hardware and algorithms for solving complex problems. He argues that neural algorithms will have an advantage over conventional approaches when applied to large-scale problems such as deep learning. He also mentions that for smaller problems, conventional approaches such as CPU's may be more efficient. He also mentions that the field of neural algorithms is still in its infancy and that the ultimate goal is to create algorithms that model the brain itself and are useful in the real world. He also states that neuromorphic hardware will be more efficient once the fixed cost of the hardware is overcome and the problem is large enough.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=vuvHmg2gfg4&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=31,2019,NICE,Irina Rish,IBM,AI and neuroscience: Bridging the gap,"The speaker, Irina Rish, is discussing the intersection of AI and neuroscience within IBM Watson, specifically at the Yorktown lab. She mentions that the relationship between the two fields is bi-directional, with AI being applied to brain imaging data and neuroscience inspiring AI methods. The goal is to understand the nature and laws governing intelligence, whether it's artificial or natural. She also mentions that the focus of using AI in neuroscience is on extracting statistical biomarkers, which are features that can be predictive about particular disorders. The speaker also briefly describes a decade of work at the Yorktown lab, where they have been trying to bring more machine learning into neuroimaging and feature extraction.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=C_Dq26AjIew&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=32,2019,NICE,Tony Chiang,Applied Materials,Material engineering for AI compute,"The speaker, Tony Chiang from Applied Materials, is discussing how their company is approaching the field of AI by focusing on materials engineering. They believe that there is potential for new interconnectivity and partnerships between materials and systems in the AI era, and that Applied Materials can play a role in linking the materials innovation to potential AI performance. He also mentions that the company has been in business for 50 years, providing systems and tools for manufacturing in the semiconductor and display industries, and that they pride themselves on innovation. Additionally, he notes that the company has been keeping pace with Moore's Law by developing integrated materials platforms to assist with traditional CMOS scaling, but that as the field of AI progresses, there is a need for a faster connection between materials innovation and potential AI performance.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=D5W0YkNCo_M&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=33,2019,NICE,Stefano Ambrogio,IBM,Towards a chip architecture for acceleration of deep neural networks using analog memory,"The speaker is discussing the use of analog memory for deep learning, specifically the approach being taken by IBM. They argue that analog memory can be good for deep learning, and present a new weight structure that can achieve software equivalent training accuracies on deep neural networks. They also discuss circuit design considerations for making the process faster. They mention that artificial intelligence is a collection of different algorithms and schemes to solve real world problems and that deep learning falls under the category of machine learning, which is not very brain-inspired. They also discuss that there has been a lot of development in AI in recent years due to the availability of algorithms, large amounts of labeled data, and computational power. They also mention that there are two categories of machine learning, one that performs forward inferences, and one that performs training, which is currently done using CPUs and GPUs. They also mention that the most expensive operation in deep neural networks is the multiply and accumulate operation, which is currently performed using GPUs. They also mention different types of analog memory such as RRAM, phase-change memory, magnetic devices and ferroelectric memory.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=W0Wp2i4r4xQ&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=34,2019,NICE,Ryan Dellana,Sandia National Laboratories,Low-power deep learning inference using SpiNNaker neuromorphic platform,"In this presentation we will discuss recent results on using the SpiNNaker neuromorphic platform (48-chip model) for deep learning neural network inference. We use the Sandia Labs developed Whetstone spiking deep learning library to train deep multi-layer perceptrons and convolutional neural networks suitable for the spiking substrate on the neural hardware architecture. By using the massively parallel nature of SpiNNaker, we are able to achieve, under certain network topologies, substantial network tiling and consequentially impressive inference throughput. Such high-throughput systems may have eventual application in remote sensing applications where large images need to be chipped, scanned, and processed quickly. Additionally, we explore complex topologies that push the limits of the SpiNNaker routing hardware and investigate how that impacts mapping software-implemented networks to on-hardware instantiations.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=6j6jwcqBGHU&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=35,2019,NICE,Ryad Benosman,University of Pittsburgh,Neuromorphic general purpose computation using precise timing,"The speaker is discussing the topic of general-purpose computation using precise timing. He explains that he has a background in building sensors, specifically cameras that can see in all directions, and that in his past research he has come to understand that the problem with using images for computation is that they are distorted and non-linear. He argues that the true source of information comes from the brain and the eye, which sample on the amplitude axis instead of the time axis, allowing for an adaptive frequency of information. He also mentions that he has spent many years working on this topic and that his research has led to the development of a type of camera called the DVS.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=44XyVsRFz4U&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=36,2019,NICE,Luke Boudreau,Rochester Institute of Technology,Binding the sparse distributed representations in hierarchical temporal memory,"Hierarchical Temporal Memory is a brain inspired theory of intelligence, which emulates the homogeneous structure and connectivity of the pyramidal neurons in the mammalian neocortex. Similar to the neocortex, Hierarchical Temporal Memory processes spatiotemporal information to produce an internal representation of objects in the world. A fundamental component in Hierarchical Temporal Memory is the spatial pooler, which is responsible for processing feedforward sensory inputs into sparse distributed representations. In this work, we apply an explicit binary binding vector operation from vector symbolic architectures to HTM's sparse distributed representations through local inhibition. We demonstrate that the binding operation can be used as the basis for a content addressable memory, which has the potential for storage and retrieval of sparse distributed representations. Furthermore, the bound vectors and their semantic relationships are visualized through dimensionality reduction techniques and a uniqueness matrix.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=xIUvV7_f9f0&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=37,2019,NICE,Yijing Watkins,Los Alamos National Lab.,Unsupervised dictionary learning for neuromorphic processors,"A new class of neuromorphic processors promises to provide fast and power-efficient execution of spiking neural networks with on-chip synaptic plasticity. This efficiency derives in part from the fine-grained parallelism as well as event-driven communication mediated by spatially and temporally sparse spike messages. Another source of efficiency arises from the close spatial proximity between synapses and the sites where their weights are applied and updated. This proximity of compute and memory elements drastically reduces expensive data movements but imposes the constraint that only local operations can be efficiently performed, similar to constraints present in biological neural circuits. Efficient weight update operations should therefore only depend on information available locally at each synapse as non-local operations that involve copying, taking a transpose, or normalizing an entire weight matrix are not efficiently supported by present neuromorphic architectures. Moreover, spikes are typically non-negative events, which imposes additional constraints on how local weight update operations can be performed. The Locally Competitive Algorithm (LCA) is a dynamical sparse solver that uses only local computations between non-spiking leaky integrator neurons, allowing for massively parallel implementations on compatible neuromorphic architectures such as Intel's Loihi research chip. It has been previously demonstrated that non-spiking LCA can be used to learn dictionaries of convolutional kernels in an unsupervised manner from raw, unlabeled input, although only by employing non-local computation and signed non-spiking outputs. Here, we show how unsupervised dictionary learning with spiking LCA (S-LCA) can be implemented using only local computation and unsigned spike events, providing a promising strategy for constructing self-organizing neuromorphic chips.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=YbA6LJtFAu8&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=38,2019,NICE,Constantine Dovrolis,Georgia Tech.,A neuro-inspired computing module for unsupervised continual learning,"We propose that the Continual Learning desiderata can be achieved through a neuro-inspired architecture, grounded on Mountcastle's cortical column hypothesis. The proposed architecture involves a single module, called Self-Taught Associative Memory (STAM), which models the function of a cortical column. STAMs are repeated in multi-level hierarchies involving feedforward, lateral and feedback connections. STAM networks learn in an unsupervised manner, based on a combination of online clustering and hierarchical predictive coding. This short paper only presents the architecture and its connections with neuroscience. A mathematical formulation and experimental results will be presented in an extended version of this paper.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=phmL9hY9GRg&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=39,2019,NICE,Catherine Schuman,ORNL,Shortest path and neighborhood subgraph extraction on a spiking memristive neuromorphic implementation,"Spiking neuromorphic computers (SNCs) are promising as a post Moore’s law technology partly because of their potential for very low power computation. SNCs have primarily been demonstrated on machine learning and neural network applications, but they can also be used for applications beyond machine learning that can leverage SNC properties such as massively parallel computation and collocated processing and memory. Here, we demonstrate two graph problems (shortest path and neighborhood subgraph extraction) that can be solved using SNCs. We discuss the approach for mapping these applications to an SNC. We also estimate the performance of a memristive SNC for these applications on three real-world graphs.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=6_qyssEtFMs&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=40,2019,NICE,Greg Cohen,Western Sydney Univ.,Active sensing and its application to neuromorphic space imaging,,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=Vx8zmSBz-g4&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=41,2019,NICE,Michael teti,Florida Atlantic University,"Half the measurements, twice the speed",,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=ac5UhQH8pfM&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=42,2019,NICE,Yakopcic Demange,University of Dayton,Cognitive agents for autonomous robots,,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=4vt6ZLG_X3Q&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=43,2019,NICE,Ed Lawson,"Naval Research Laboratory, Washington DC",Neuromorphic robot perception for autonomous control,,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=BqTREFUa9YY&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=44,2019,NICE,Rolf Muller,Virginia Tech.,Neuromorphic computation for autonomous mobility in natural environments,,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=WWsuNTV0mNI,2019,NICE,Andrew Rowley,University of Manchester,Spinnaker Overview,,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=jFfCiXuRyBE,2019,NICE,Andrew Rowley,University of Manchester,Spinnaker tutorial,,,Uncategorized,Uncategorized,,,,,,
